X,Y,OBJECTID,CommunityName,Coastal,AsOfDate,Description
1115221.96070411,940259.193283325,251,Sitka,Yes,2018/03/12 00:00:00+00,"The state-owned Rocky Gutierrez Airport on Japonski Island has a paved and lighted runway. In addition to daily jet service, several scheduled air taxis and air charters are available. The City and Borough of Sitka operates five small boat harbors with 1,350 stalls and a seaplane base on Sitka Sound. There is a breakwater at Thompson Harbor. A boat launch, haul-out, boat repairs, and other services exist. Cruise ships anchor in the harbor and lighter visitors to shore. The Old Sitka Dock, privately owned, is the only deep water moorage facility in Sitka capable of accommodating large vessels. The Alaska Marine Highway System (state ferry) has a docking facility approximately 6 miles north of town. The ferry serves Sitka several times a week, with a twelve-hour run to Juneau. Freight arrives by barge and cargo plane"
1306628.34428561,932518.315928681,252,Wrangell,Yes,2018/03/12 00:00:00+00,"The city is accessible by air and water. The state-owned paved, lighted runway allows for jet service. A seaplane base is adjacent to the runway, with another airplane float located in the Inner Harbor. Charter air taxi services are also available. The marine facilities include a breakwater at each of the three harbors with 710 slips for recreational and commercial vessels, deep draft dock which just completed upgrades and rennovations, state ferry terminal, and three boat launches. Freight arrives by barge, ship, ferry, and cargo plane. Front Street was reconstructed as part of a larger downtown revitalization project three years ago. Several new trails have been developed, including a new loop on Volunteer Park Trail and the Paddle Craft Trail, a canoe/kayak portage. "
1297214.70915614,822170.230243739,253,Big Salt,,2018/03/12 00:00:00+00,
412580.426153242,1583818.22050661,254,Gold Sand Acres,,2018/03/12 00:00:00+00,
-401780.778584857,1237051.63336104,255,Akiachak,No,2018/03/12 00:00:00+00,"A state-owned gravel airstrip and public seaplane facility provides scheduled and chartered services year-round to Akiachak. Most transportation within the community is via four-wheelers in the summer and snow machines in the winter. Boats, snow machines, and ATVs are used extensively by locals on the Kuskokwim River. Although no formal boat landing area exists, there is a shallow area, separated from the main channel of the Kuskokwim River by a small isthmus, where boats are hauled up on shore and stored for the winter. Mail is often delivered by hovercraft. Barges deliver bulk fuel and supplies during the summer. Bethel provides full jet service to Anchorage year-round. Road networks are severely limited due to the delta's topography, especially in the summer. The river is used as an ice road during the winter months. A 2011, community plan identified several future projects: a road to provide access to land for housing and other projects, a trail for access to important fishing and subsistence areas, improving current streets, and providing winter trail markings to improve safety of winter travel."
57879.5116973947,1844678.29560101,256,Alatna,No,2018/03/12 00:00:00+00,"Alatna has no road link, but winter trails connect it with Hughes, Bettles, and Tanana. River transportation is important during the summer. A state-owned lighted, runway is accessible year-round in Allakaket. There is no barge service due to shallow water."
354055.304168875,2041227.33626006,257,Arctic Village,No,2018/03/12 00:00:00+00,Air transportation provides the only year-round access to Arctic Village. Ice fog frequently interferes with air service in winter months. A gravel airstrip is owned and managed by the tribal government. Local transportation is by ATVs and snow machines. Some residents maintain dog teams.
-446969.846134871,1236061.98697927,258,Atmautluak,No,2018/03/12 00:00:00+00,"A state-owned gravel airstrip is available for chartered or private planes year-round. Locals use skiffs in the summer to travel to Bethel and other area villages, and snow machines, ATVs, and dog sleds are used in the winter. A winter trail exists to Nunapitchuk (7.0 mi)."
295946.081733104,1837251.58905714,259,Beaver,No,2018/03/12 00:00:00+00,"Beaver has no road connections and is located along the Yukon River. There is a state-maintained public airport with a gravel runway in good condition, with daily flights from Fairbanks. Fuel and groceries are often shipped by air during the winter months. There is some barge service during the summers. Trucks and ATVs are used by many residents, as well as boats to travel along the Yukon River. Snow machines and dog teams are used during winter."
367734.179577302,1834380.62764397,260,Birch Creek,No,2018/03/12 00:00:00+00,"Access to Birch Creek is primarily by a state-owned airstrip. Birch Creek is approximately 26 miles southwest of Fort Yukon. ATVs, motor bikes, snow machines, and skiffs are used for fishing, hunting, and recreation. The village used to be served by barge during high water. There is a 26-mile winter trail to Ft. Yukon. Historically the village was used seasonally for subsistence related activities."
422843.028275784,1763917.53285218,261,Central,No,2018/03/12 00:00:00+00,"The community is on the Steese Highway, by which residents can reach Fairbanks. Year-round maintenance by the Department of Transportation enabled goods to be delivered on a regular schedule by truck. A state-owned gravel airstrip is available. Boats are used for recreation and fishing. Snow machines and dog sleds are also used."
454360.989405363,1889974.85638339,262,Chalkyitsik,No,2018/03/12 00:00:00+00,"Access is primarily by air; there is a gravel runway. Residents own ATVs, snow machines, and skiffs for fishing, hunting, and recreation. No roads connect Chalkyitsik with other villages, although there is a winter trail to Fort Yukon. It is accessible by small riverboat. Chalkyitsik received cargo by barge at one time, but the service is no longer provided."
331739.412198896,1134592.127647,263,Chenega,Yes,2018/03/12 00:00:00+00,"Chenega has a small boat harbor and dock. A 3,000' long by 75' wide gravel runway and float plane landing area are available. Scheduled and chartered flights depart from Cordova, Valdez, Anchorage, and Seward. In 1996, the Alsaka Marine Highway began 'whistle-stop' service."
477050.767528564,1432884.56382823,264,Chistochina,No,2018/03/12 00:00:00+00,Chistochina is accessible year-round by the Glenn and Richardson Highways via the Tok Cutoff. Small aircraft may land at a state-owned turf/gravel airstrip.
505210.692464188,1318323.26146793,265,Chitina,No,2018/03/12 00:00:00+00,"The Edgerton Highway and Richardson Highway link Chitina with the rest of the state road system. The state owns the Chitina Airport, with a gravel airstrip, 5 miles north of town along the Edgerton Highway."
453138.587430948,1797102.49217214,266,Circle,No,2018/03/12 00:00:00+00,"Circle has direct road access to Fairbanks by way of the Steese Highway. Barges deliver goods by the Yukon River during summer. Residents use ATVs, snowmobiles, and dog sleds for recreation and subsistence activities. A state-owned gravel airstrip is available. Float planes land on the river. Circle participates in the federal Essential Air Service program, which helps pay for fights. The community is located 130 air miles from Fairbanks, and is 155 miles by road. The Circle Hot Springs is 41.6 miles from Circle."
453408.873249887,1360664.78477063,267,Copper Center,No,2018/03/12 00:00:00+00,Copper Center lies on the Richardson Highway. A state-owned gravel airstrip provides for chartered flights and general aviation.
-215167.684534527,1328137.39160367,268,Crooked Creek,No,2018/03/12 00:00:00+00,"The Kuskokwim River is the local highway in both summer and winter. ATVs and snow machines are used by residents. The frozen river becomes an ice road in winter. Skiffs and barges provide cargo in summer. A state-owned and operated gravel airstrip is southwest of the village, with scheduled weekday air services. A suspension bridge over Crooked Creek connects the upper and lower villages with the airport."
431612.624504383,1575600.45343026,269,Deltana,No,2018/03/12 00:00:00+00,Deltana is accessible by the Alaska and Richardson Highways. Buses provide transportation to Fairbanks and Whitehorse. The City of Delta Junction airstrip is located nearby. There are five other privately-owned airstrips in the vicinity. Snowmobiles are used for recreation.
489565.635201638,1557989.91244552,270,Dot Lake,No,2018/03/12 00:00:00+00,"Dot Lake lies along the Alaska Highway. Supplies are brought in by truck or bus. Regular bus service to Fairbanks and Delta Junction is available. The nearest public airstrips are at Delta Junction and Tok; a privately-owned strip in Dot Lake was converted to a helicopter landing pad. Cars, trucks, snow machines, and ATVs are used for local transportation. A few residents own riverboats on the near-by Tanana River, which they use for fishing and hunting."
