X,Y,OBJECTID,CommunityID,CommunityName,IncorporationType,AreaType,BoroughCensusArea,ANCSARegionalCorporation,NativeRegionalHealthCarePro,ANCSARegionalNonProfit,SchoolDistrict,DCRAAlaskaRegion,ClimateRegion,EnergyRegion,EconomicRegion,ARDORRegion,RecordersOffice,Section,Township,Range,Meridian,sqMiLand,sqMiWater
-602750.752160449,580772.977697475,1662,{223C147A-542C-4057-8AE2-C5C99FC10AB1},False Pass,2nd Class City,Community,Aleutians East Borough,Aleut Corporation,"Eastern Aleutian Tribes, Incorporated","Aleutian Pribilof Islands Association, Incorporated",Aleutians East Borough School District,Southwest Region,Southwest Maritime,Aleutians,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,33,061S,094W,S,26.8,41.4
389073.564573699,1871099.72992694,1663,{641D75DC-10FB-4C68-9F27-A8720C97B6C0},Fort Yukon,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Council of Athabascan Tribal Governments, Incorporated",Tanana Chiefs Conference,Yukon Flats School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Fairbanks - 401,18,020N,012E,F,7,0.4
-861997.814284141,1650244.02734943,1664,{961462BD-8155-4FFF-863B-A652CC389066},Gambell,2nd Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,10,020S,067W,K,10.9,19.5
-431919.643857906,1649447.6365716,1665,{D18E8CFB-89C1-437A-ADAA-399023E0587C},Golovin,2nd Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,10,011S,022W,K,3.7,
-431808.216810717,1038370.39728577,1666,{86CBBCFB-1DC1-4C75-A1A2-84F6C19F0635},Goodnews Bay,2nd Class City,Community,Bethel Census Area,Calista Corporation,Bristol Bay Area Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,21,012S,073W,S,3.2,
-307074.484708072,1451345.5736835,1667,{DD04D244-B150-4D0C-83D9-26AAE567CC97},Grayling,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited",Yukon-Kuskokwim Health Corporation,Tanana Chiefs Conference,Iditarod Area School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Kuskokwim - 403,34,033N,057W,S,10.9,0.1
1050532.36181576,1080255.03184299,1668,{3D5231FD-4F19-414E-A871-FAFF3941FF8F},Gustavus,2nd Class City,Community,Hoonah-Angoon Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Chatham School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Juneau - 101,8,040S,059E,C,33.2,22
-299104.583730028,1371169.35640814,1669,{6F84CE74-EDA0-4424-A080-4A7C0F08E5DF},Holy Cross,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited",Yukon-Kuskokwim Health Corporation,Tanana Chiefs Conference,Iditarod Area School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Kuskokwim - 403,5,024N,057W,S,31.3,6.2
-637703.69598663,1341749.41966851,1670,{8D01840C-135C-49A1-A1FE-5C63881EEF8A},Hooper Bay,2nd Class City,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Yukon School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,35,017N,093W,S,8.7,0.1
221714.696270084,1301745.84373663,1671,{15846556-C6AB-448D-B51D-2DE0E8727969},Houston,2nd Class City,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,22,018N,003W,S,22.4,1.2
-11727.409237893,1787572.07370767,1672,{9D089209-6790-456D-85A0-4D3282C8B989},Hughes,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Ft. Gibbon - 417,33,008N,022E,K,3.1,
-110126.419518891,1751240.80768989,1673,{049CEFC6-7BD3-4DA4-98C6-3D0DBE9942E3},Huslia,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Nulato - 415,33,004N,012E,K,16.4,0.7
142995.216227501,1077791.26665928,1674,{3D257994-65F8-4489-A35E-C42F284CB327},Kachemak,2nd Class City,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Homer - 309,12,006S,013W,S,1.61,
399600.549366245,2270028.55604022,1675,{9B8441F9-AEFE-4E1D-BD2C-725FCCBB0299},Kaktovik,2nd Class City,Community,North Slope Borough,Arctic Slope Regional Corporation,"Arctic Slope Native Association, Limited","Arctic Slope Native Association, Limited",North Slope Borough School District,Northern Region,Arctic,North Slope,Northern Economic Region,,Barrow - 413,18,009N,034E,U,0.8,0.2
-228052.174361995,1604048.17941984,1676,{5790AC9E-408E-42C0-BDC7-490DB0451EAD},Kaltag,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Nulato - 415,32,013S,001E,K,23.3,4.1
1338594.06514505,833795.41108672,1677,{559A9BCF-E97B-4506-925E-E21FB8E9FED9},Kasaan,2nd Class City,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Southeast Island School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Ketchikan - 102,18,073S,086E,C,5.3,0.9
-281947.629636162,1904401.94665282,1678,{A1701483-F114-4FB2-A478-D0F6039C3EA8},Kiana,2nd Class City,Community,Northwest Arctic Borough,"NANA Regional Corporation, Incorporated",Maniilaq Association,Maniilaq Association,Northwest Arctic Borough School District,Northwest Region,Arctic,Northwest Arctic,Northern Economic Region,Northwest Arctic Borough Economic Development Council,Kotzebue - 215,9,018N,008W,K,0.2,
-447225.791769303,2009807.19340044,1679,{88062838-37F6-4578-9FDD-4DBF5CACD276},Kivalina,2nd Class City,Community,Northwest Arctic Borough,"NANA Regional Corporation, Incorporated",Maniilaq Association,Maniilaq Association,Northwest Arctic Borough School District,Northwest Region,Arctic,Northwest Arctic,Northern Economic Region,Northwest Arctic Borough Economic Development Council,Kotzebue - 215,21,027N,026W,K,1.9,2
-126722.685988196,1886093.87198362,1680,{319107E2-FB9A-474B-8237-6A8CFF382E09},Kobuk,2nd Class City,Community,Northwest Arctic Borough,"NANA Regional Corporation, Incorporated",Maniilaq Association,Maniilaq Association,Northwest Arctic Borough School District,Northwest Region,Arctic,Northwest Arctic,Northern Economic Region,Northwest Arctic Borough Economic Development Council,Kotzebue - 215,3,017N,009E,K,16.1,0.7
-480768.456775202,1486120.89410419,1681,{9A6475BE-BEC0-49DA-8979-2C6E5FFF39CB},Kotlik,2nd Class City,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Yukon School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,25,028S,026W,K,3.8,0.8
-377013.715648148,1906544.48611949,1682,{209A76C3-F9A4-4015-987C-78C5A44BE669},Kotzebue,2nd Class City,Community,Northwest Arctic Borough,"NANA Regional Corporation, Incorporated",Maniilaq Association,Maniilaq Association,Northwest Arctic Borough School District,Northwest Region,Arctic,Northwest Arctic,Northern Economic Region,Northwest Arctic Borough Economic Development Council,Kotzebue - 215,3,017N,018W,K,27,1.7
-338182.669797935,1681583.81082618,1683,{DF841D28-31A1-4978-A650-B56C189E60FD},Koyuk,2nd Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,Bering Strait Development Council,Nome - 201,29,006S,012W,K,4.7,
-175319.742638924,1662762.26264484,1684,{25A4F514-7ADF-4F62-873B-6D2F16141D13},Koyukuk,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Nulato - 415,17,007S,006E,K,6.2,0.1
1259916.77991229,957698.93270322,1685,{3F03290E-B081-4B92-9E0F-33F6E0CD513B},Kupreanof,2nd Class City,Community,Petersburg Borough,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Petersburg Borough School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Petersburg - 110,28,058S,079E,C,4,2.1
-402442.765696949,1225580.36430067,1686,{FF083E35-08C8-468F-B328-F69992F18FB7},Kwethluk,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,5,008N,069W,S,10,1.7
1110.1843822052,837018.823366526,1687,{9F0EF727-1805-4199-AD1B-40C49AF1B61C},Larsen Bay,2nd Class City,Community,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,Kodiak Island Borough School District,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,32,030S,029W,S,5.4,2.2
-337064.437875804,1297603.52884566,1688,{511EBD11-DE52-4BAB-8C3E-D2E9F870E1EC},Lower Kalskag,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Kuspuk School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Kuskokwim - 403,2,016N,062W,S,1.3,0.4
-289403.787693261,1009209.22031295,1689,{3DF92237-DB7B-4CEB-88DE-A1481F4072AD},Manokotak,2nd Class City,Community,Dillingham Census Area,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Southwest Region School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Bristol Bay - 307,12,014S,059W,S,36.4,0.9
-422939.120937902,1348502.57937497,1690,{2F8EE675-06A4-4B7A-9275-369FEB17B896},Marshall,2nd Class City,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Yukon School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,27,021N,070W,S,4.7,0
-80396.1108252345,1443158.11815246,1691,{44BA33DB-984D-44E1-BF2D-7E1A353E586D},McGrath,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited",Southcentral Foundation,Tanana Chiefs Conference,Iditarod Area School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Mt McKinley - 411,18,033N,033W,S,48.9,5.7
-666097.80139643,1216835.65731049,1692,{06A5691A-049B-426D-85BC-73439735D4DB},Mekoryuk,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Nome - 201,31,004N,097W,S,7.4,0.1
-504640.533465355,1383006.48491385,1693,{EDB9EEBA-7A73-42DB-9658-44DA2280EBE3},Mountain Village,2nd Class City,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Yukon School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,14,023N,079W,S,4.3,
-432827.103657056,1215958.46314431,1694,{16F1264E-DF67-4828-9E72-1AB821AB3F99},Napakiak,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,17,007N,072W,S,4.7,0.3
-420788.280794596,1216092.28363176,1695,{6D864316-582B-4749-A178-D9BAD04003D1},Napaskiak,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,9,007N,071W,S,3.5,0.4
-187051.232425995,1055625.0881875,1696,{0C233779-E987-4620-A2DB-33C5FF299964},New Stuyahok,2nd Class City,Community,Dillingham Census Area,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Southwest Region School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Bristol Bay - 307,29,008S,047W,S,32.6,2
-50158.9487624714,1081425.19631835,1697,{510DC86B-4E8B-482F-9372-E63914E50E7D},Newhalen,2nd Class City,Community,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Iliamna - 320,28,005S,033W,S,6.1,2.3
-585242.257059794,1213354.10165248,1698,{A83F4C9F-FA93-4FC6-974A-39BA917BA023},Nightmute,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,33,005N,088W,S,97,4.6
-18952.5580286519,1449357.21192392,1699,{A9A591D6-DAB0-4694-9B95-1A56A7F5914D},Nikolai,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited",Southcentral Foundation,Tanana Chiefs Conference,Iditarod Area School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Mt McKinley - 411,31,028S,024E,K,4.5,0.3
-47715.5850566393,1109006.41072581,1700,{C36AA39B-6B83-4B74-A7C0-A5500A611AFB},Nondalton,2nd Class City,Community,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Iliamna - 320,31,002S,032W,S,8.4,0.4
-310203.95042872,1891560.16964191,1701,{E4853413-2729-4F25-AE7D-845D797872A7},Noorvik,2nd Class City,Community,Northwest Arctic Borough,"NANA Regional Corporation, Incorporated",Maniilaq Association,Maniilaq Association,Northwest Arctic Borough School District,Northwest Region,Arctic,Northwest Arctic,Northern Economic Region,Northwest Arctic Borough Economic Development Council,Kotzebue - 215,34,017N,011W,K,1,0.4
115434.355028723,2251263.44261842,1702,{E24B0E44-1B59-4C79-8A8F-F7A2113EFF2F},Nuiqsut,2nd Class City,Community,North Slope Borough,Arctic Slope Regional Corporation,"Arctic Slope Native Association, Limited","Arctic Slope Native Association, Limited",North Slope Borough School District,Northern Region,Arctic,North Slope,Northern Economic Region,,Barrow - 413,13,010N,004E,U,9.2,
-195453.203694237,1646254.07648895,1703,{95F04BB3-8B3B-4FFF-841A-95C8338ED9C6},Nulato,2nd Class City,Community,Yukon-Koyukuk Census Area,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Yukon-Koyukuk School District,Interior Region,Continental,Yukon-Koyukuk/Upper Tanana,Interior Economic Region,,Nulato - 415,8,009S,004E,K,42.7,2
-554523.913632872,1440759.94998111,1704,{9E739177-0E1D-4131-A1AD-63F6A6F5E677},Nunam Iqua,2nd Class City,Community,Kusilvak Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Yukon School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,10,028N,084W,S,13.2,5.3
